no,Replicate,Xt1,Xt2,Xt3,e,Y
2,24,-2.673684933,-0.449798962,0.392791287,-0.017552607,3.652323608
3,24,-2.549817918,0.215116917,-0.422739664,-0.000282037,1.780603382
4,24,0.042891709,-0.936975331,-0.634278402,1.526229978,1.854521417
5,24,1.659968002,0.461701155,0.140691208,-0.012424314,5.85060297
6,24,0.914442164,0.706935331,-1.08718815,0.057803515,1.570106038
7,24,0.495629149,0.315356781,0.056626085,0.003077212,4.878217948
8,24,-2.013282286,0.195021217,0.603989899,0.001038611,5.662621158
9,24,-0.398153991,-0.163447678,0.55844947,0.001163308,5.607148285
10,24,-0.270949217,-0.222066926,0.275126711,-0.002508665,4.546467419
11,24,0.512520385,0.084515989,-1.758977127,-2.95E-05,-2.00056503
12,24,-0.684187534,0.160222012,1.313462805,-0.000396138,8.694727964
13,24,0.124143143,-0.871224053,1.122622631,-0.181679842,6.602582807
14,24,-1.338673338,0.631076191,-1.438710599,-0.052539335,-0.82075254
15,24,-0.664186331,1.387101055,-0.191093154,-1.439849807,3.687191888
16,24,2.308349582,0.613471956,0.290532304,-0.147577723,6.741886339
17,24,-1.739403347,1.58147124,0.666058519,1.728885242,9.803141431
18,24,-0.026295764,0.197703126,-0.802021614,0.00031539,1.399073962
19,24,0.012010225,1.765884004,0.747358991,-7.538425886,1.805696577
20,24,0.499053235,-0.360184468,-0.31520247,-0.023281971,2.501333728
21,24,-0.718316406,2.678133221,-0.89274581,11.61273808,16.12872643
22,24,0.668999925,-0.750381756,0.899855961,-0.045836356,6.335672442
23,24,-0.504782286,-0.061470653,-0.160941848,4.32E-06,3.126494779
24,24,-1.112764334,-0.66515749,0.226472998,0.195010178,3.567471003
25,24,-0.494141298,1.43636874,0.944391271,3.029022682,12.38572785
26,24,-0.177404014,2.139950307,-1.220349086,1.101576555,3.847283698
27,24,-0.286593498,-0.043346729,0.166918114,-3.76E-07,4.421247341
28,24,1.694541426,-1.198318303,-1.052877444,2.947687018,2.037667336
29,24,-1.738325783,0.557349658,-1.143328934,-0.00599466,0.018715352
30,24,-0.366658542,-0.14878714,0.904588738,-0.00042922,6.88624611
1,25,-0.023235208,-0.753069838,0.292067465,0.578780072,4.491324107
2,25,-0.989392681,0.321665465,0.031123171,-0.006521433,4.192263107
3,25,-0.345162203,-1.050409493,-0.594353633,1.030542052,1.177189854
4,25,-1.371772296,0.431918192,-0.765642255,-0.00305359,1.339802662
5,25,-0.529024537,0.710256321,-0.113259055,-0.137960387,4.308081683
6,25,-1.296372469,0.759754289,-0.103533823,0.39690618,4.645266862
7,25,1.161370757,0.111583218,-0.825799313,0.000161795,1.659207396
8,25,-0.889483717,0.967162581,0.325664134,0.352413149,6.619754417
9,25,-1.022590545,1.228473904,1.193631941,2.956353818,12.68710344
10,25,0.684467694,-0.028973517,-0.423642108,9.71E-08,2.70521531
11,25,-0.108468711,0.421135705,1.58939586,0.01791679,10.32805796
12,25,0.165225782,-0.783333672,1.942519965,-0.068939665,9.815222014
13,25,-0.19951524,0.737334364,-0.861479207,-0.257220164,1.667650139
14,25,-0.137699502,-3.192245634,1.774650012,95.84836677,101.3936586
15,25,-0.036515477,2.226053665,-0.167634614,-0.168708203,6.552281492
16,25,-0.444718998,0.410318248,0.254122095,0.015712818,5.368142134
17,25,-0.952967454,-0.686608354,-0.690703822,0.340484418,0.442851146
18,25,1.497620636,1.335752308,0.856481312,-0.603320826,9.082688613
19,25,-1.034675563,-1.451230816,1.252137387,-3.603830179,2.313147963
20,25,0.302837256,0.375079519,1.197763329,0.010879225,9.00658139
21,25,0.762368331,0.289261044,-2.011016369,7.24E-06,-2.500812791
22,25,0.145502491,-2.686849754,0.228615727,24.39898048,25.24992347
23,25,0.173965118,-0.011620915,0.952677806,-4.82E-08,7.481794727
24,25,0.481656015,0.708896641,-0.580034802,-0.180679903,2.987202177
25,25,-0.691798759,1.799518799,0.910993512,-26.85041956,-17.14828422
26,25,0.472809216,0.795556279,0.038364435,-0.360080152,5.160489918
27,25,0.162502439,-0.903895011,0.126379122,-0.101774317,3.06234898
28,25,-0.861660991,0.672779603,1.281019941,-0.102154205,9.174022589
29,25,-0.33718279,-0.348849037,0.848200758,0.004080498,6.399456555
30,25,0.818479239,-1.75783977,-0.461774773,5.021981216,5.050224075
1,26,-0.585044041,-0.201440636,0.657328322,0.003917146,5.834120535
2,26,0.725888118,0.244970982,0.502024765,0.002650981,6.467751855
3,26,1.177387509,-0.779182226,-2.428815289,-0.497899295,-5.939452672
4,26,-0.266997232,0.975106094,-0.58470246,0.343658609,3.594590003
5,26,0.49483115,-0.443761566,-0.077787298,-0.068310937,3.183944901
6,26,0.191230601,1.568832487,1.484352867,-1.367438498,10.40597279
7,26,0.357457318,1.44696372,-1.157980801,1.991484794,4.136182419
8,26,-2.029432198,1.260056483,0.866767951,-1.040897129,7.157779341
9,26,0.075513058,1.165850597,-0.498891684,-0.261683844,3.721287211
10,26,0.238566518,-0.638251534,0.91807925,0.122002469,6.565137075
11,26,2.044217808,-2.12902236,0.241899922,-10.0278678,-7.532874502
12,26,-0.438110407,0.055422617,-1.184734543,-4.08E-06,-0.357158677
13,26,0.049335803,-1.076576328,1.332727958,-0.282960147,6.919730331
14,26,0.215080154,-0.145508887,-1.756085169,0.00016085,-2.453977028
15,26,-0.472085105,-0.677241806,-0.946253361,-0.03362139,-0.644830239
16,26,-1.147074201,-0.983041753,-1.393051921,-0.636013399,-3.584392624
17,26,0.797845661,-0.812698574,0.593524399,-0.287483659,4.949294581
18,26,-0.480445291,-0.376259923,0.503483863,-0.018553114,5.037420791
19,26,-1.537802597,0.445009492,-0.911593278,-0.027700641,0.742956756
20,26,-0.350317226,0.702334953,0.308855243,0.484371463,6.509625877
21,26,0.955444704,0.374870627,0.536730831,0.014786686,6.891501502
22,26,-1.758241383,0.307875978,-1.257055879,-0.005832967,-0.772716717
23,26,1.390920769,1.83513651,1.372987903,15.15851354,27.41034306
24,26,2.795060969,0.778814211,3.210753427,0.226651331,18.07160937
25,26,-0.57124507,2.737297531,2.360230237,52.33380189,68.70807901
26,26,0.01795685,-1.910988943,-1.308219756,-12.36255294,-15.93144473
27,26,-1.037157116,0.958972007,0.331376973,-0.975930086,5.24062218
28,26,0.718594453,0.065759996,-0.634286715,1.78E-05,2.102663351
29,26,-0.772906588,0.788888382,-1.274925203,-0.116586908,0.167852296
30,26,-0.488193427,-0.932151855,-0.712960732,-0.150061222,-0.310225011
1,27,-0.325805561,-0.676941708,0.514604089,-0.292769244,4.414070689
2,27,-1.041249825,1.490621245,1.203519667,2.401131464,12.5532342
3,27,-1.246790985,-1.186502908,-0.523093638,-1.222163812,-1.383771663
4,27,1.958094353,-0.488744495,-2.162311345,0.049380266,-3.684819578
5,27,0.786018654,0.507790055,1.267272417,-0.02784117,9.610432075
6,27,0.98895275,0.984608076,1.253583971,0.131760987,10.5171565
7,27,1.444990765,-0.595006553,1.742147165,-0.043253557,9.913962713
8,27,-0.856006058,0.379374412,0.090406116,-0.007188086,4.544933127
9,27,-0.597607813,-0.187110666,0.69603224,0.000928478,5.986935417
10,27,-0.291105959,0.59240491,0.452510339,0.01544893,6.416651132
11,27,0.382883647,0.537588308,-0.666595419,-0.056300432,2.503491981
12,27,0.021374789,-0.372426103,0.923499549,0.027131163,6.801640302
13,27,-0.048878116,0.811065684,1.07429937,-0.171436027,8.893088984
14,27,-0.9398925,-1.158067053,-1.086321591,0.88249778,-1.141317529
15,27,0.552915485,0.364548127,1.752439515,-0.026018705,11.05075193
16,27,-0.749784501,1.055000458,0.14705595,-0.021736654,5.790251654
17,27,-1.133186611,-0.290188803,1.738769175,0.011158608,9.382169791
18,27,1.540764694,2.247701673,-1.464179137,16.65139789,19.36821138
19,27,1.054555716,0.85346755,-0.470780985,-0.412322602,3.594889466
20,27,0.969961832,1.679454122,-0.990548243,16.89625242,20.23744466
21,27,0.167493134,1.818356442,0.47201874,10.38753502,18.8813344
22,27,-1.602855416,-1.140448192,-2.549890124,-0.667950584,-8.199369487
23,27,-0.292006431,0.594190492,0.120444534,0.053649795,5.261733283
24,27,1.256975067,1.278015163,1.572898686,4.743929298,16.82617734
25,27,-1.942592969,1.259407616,-0.457172772,0.570010872,4.03626313
26,27,0.420711711,1.159799403,-1.401233464,0.912059722,1.775603043
27,27,0.949939628,0.324564012,0.171905802,-0.005610695,5.480072061
28,27,0.505129958,-0.499731023,0.117399666,-0.008165653,3.866928593
29,27,-0.353873322,-0.539489538,-2.499430966,-0.004290341,-5.953025452
30,27,-0.525002747,0.914263733,-0.235251396,0.747935899,5.062425373
1,28,-0.530674101,-1.100692575,-0.315863255,0.314220719,1.313804499
2,28,0.419936649,0.329249976,0.158122635,-0.016502182,5.214588927
3,28,0.512097681,0.016339397,0.919912172,1.10E-08,7.541031996
4,28,0.284200863,-1.509173253,0.401011309,0.252727819,3.546288996
5,28,-0.75201958,-0.214823331,-0.960922984,6.05E-05,-0.082305029
6,28,0.729348101,0.44233909,-0.250670707,0.102337759,4.155171088
7,28,-0.933807736,0.737102932,0.928077877,-0.039757241,8.03345442
8,28,0.071563163,0.343103164,-1.446559685,-0.010643555,-0.674978412
9,28,0.244704096,0.007367377,-0.889900932,1.03E-09,0.905289351
10,28,0.283522162,1.529902188,0.357597426,4.703367413,12.39898029
11,28,-0.235654198,-0.261750345,0.098252415,-0.007183053,3.859638443
12,28,-2.543167561,-0.509910878,-0.428670904,-0.091757927,0.582893479
13,28,-1.258871481,-0.304776522,-1.900401216,0.005899334,-3.796258419
14,28,-1.522845259,-0.34944411,-0.33332873,-0.03434737,1.632364936
15,28,-0.115927929,-1.019299552,-0.845303493,0.663663387,0.045250313
16,28,-0.566745734,-0.832115319,-1.430086034,-0.002822236,-2.626003232
17,28,-0.860558028,1.131053208,0.246336616,-0.549363987,5.689804431
18,28,0.668483782,-0.549930885,-0.140630952,0.096755557,3.032981316
19,28,0.461189586,0.035710076,-0.5342028,4.43E-06,2.314915298
20,28,-1.936050679,0.560154151,-0.065727774,-0.098224523,3.730966446
21,28,-0.914251459,-0.196114373,0.876649977,0.001803196,6.497870969
22,28,-0.05786663,0.13313479,-0.508871955,0.00033695,2.344953443
23,28,0.272042792,0.121857337,-0.121328961,0.000607715,3.855426579
24,28,1.403342873,2.618545415,-0.476992072,-4.4608822,2.311101611
25,28,-0.377674728,-0.865051399,-0.909983857,0.98463927,0.260050397
26,28,0.273068237,1.568349496,0.822321222,2.218028667,11.6401366
27,28,0.150386706,-0.936534695,0.021532046,-0.99170931,1.741158695
28,28,0.215287891,0.552782904,0.671041955,0.038339658,7.369380208
29,28,-1.962546395,0.987648866,0.676407887,-0.430856107,6.700667028
30,28,-1.246146011,0.466531342,0.045550323,-0.019444754,4.345875018
1,29,2.373851375,-0.032528452,-1.354174755,1.45E-06,0.025720204
2,29,1.780782137,-0.991574292,0.496790926,-0.7010462,4.312352551
3,29,0.98809126,1.181229709,-0.913682401,-3.10242749,-0.224603066
4,29,0.338159456,-1.708416901,0.722667249,2.057687343,6.231927868
5,29,0.843978471,0.57382335,0.055708457,0.025974812,5.42485167
6,29,-0.604718005,-0.559162951,-1.71911541,-0.084567782,-3.354014885
7,29,-0.771061591,0.43126096,1.611358673,0.00192668,10.14128471
8,29,-0.574305809,1.740840601,1.300401808,-23.96931904,-12.90633395
9,29,-2.2431527,-1.048192316,-0.630774779,1.484475947,0.744137187
10,29,0.534520983,-1.594365648,0.204827936,-6.765821568,-4.206181078
11,29,1.647641671,-1.055227931,0.452420077,0.579496993,5.284424043
12,29,-0.206680989,-1.336334228,-0.195720597,-0.926182071,0.282050042
13,29,-2.31952426,0.409059325,0.869185501,-0.018743626,6.796103461
14,29,-0.107699257,0.194220095,1.107641224,0.001490144,8.237248988
15,29,-0.676111563,-1.556671135,1.238959938,10.06588255,15.920687
16,29,0.542838389,-0.743445877,-1.262682623,-0.217609711,-1.661300612
17,29,1.072642255,0.404835544,0.938534523,0.035082388,8.450116888
18,29,-0.174361387,-0.792628739,0.333365503,-0.160451198,3.780976948
19,29,-1.836306915,-0.664656785,0.215816425,-0.088260227,2.957170958
20,29,-0.627776192,-0.564222099,0.985848834,0.138406672,6.590018851
21,29,-1.063218827,-1.5105028,-0.688119838,2.053608291,0.885335145
22,29,-0.966040828,0.805282209,-2.227410309,-0.067619229,-3.26478936
23,29,-0.415906142,0.096706261,0.865825814,-0.000236115,7.095433751
24,29,0.24985066,0.322108118,1.285227991,-0.005683388,9.20423982
25,29,1.519685691,-0.56089608,0.653120817,-0.077202023,6.040563073
26,29,0.085986439,0.061023295,2.241913065,2.04E-05,12.19683697
27,29,-0.376548373,-1.264223995,1.669835459,-2.735433191,5.22901912
28,29,0.053035178,0.775312771,1.626516488,-0.82248317,10.21715941
29,29,-0.73019407,-1.027266082,0.450926404,1.098886962,4.889245266
30,29,-0.279761272,-0.837581542,0.465169206,-0.750637449,3.555694873
1,30,-1.938717431,0.282967115,1.421748022,-0.006773119,8.76048346
2,30,-1.233810809,-0.073527656,0.240262414,8.63E-06,4.26113751
3,30,0.118579208,0.418953989,-0.57735257,0.052388344,2.649781759
4,30,-1.194083351,1.757498529,0.814378897,-6.094493767,2.995884714
5,30,-0.019233853,0.094078922,-1.77029632,-9.03E-06,-2.239650944
6,30,-0.023656179,0.852175384,-0.535563935,0.177928418,3.518698855
7,30,0.621342415,-0.228028688,0.556402309,0.000128995,5.90967124
8,30,0.227811648,0.550875716,-1.439217923,0.027603682,-0.236142605
9,30,1.456845558,1.27325303,-0.370773576,-4.053099325,1.104733569
10,30,0.397523106,-0.63198233,0.402985026,0.081803725,4.743585566
11,30,-0.607059182,-0.207041653,0.753633986,-0.001540374,6.158155822
12,30,-0.52981104,-1.119167103,-0.102485212,0.541210905,2.281589071
13,30,-0.297506866,-0.705664613,-1.038680656,-0.197770006,-1.114520035
14,30,0.685310655,1.197609399,0.315101754,0.157402115,7.36230679
15,30,-0.543564709,0.615630481,0.278992959,0.08728948,5.79768397
16,30,0.028414983,0.047623955,1.704986309,1.11E-06,10.22075375
17,30,-0.986485002,-0.535624968,0.226161121,-0.045565434,3.57058315
18,30,-1.002994421,-0.507625641,-1.606680321,0.01163879,-2.935046593
19,30,-0.57570885,0.576997901,-0.964663002,-0.141996449,1.020430056
20,30,-1.362748679,-0.104961445,-0.345631889,5.63E-05,2.053239884
21,30,-2.026091589,-1.060219397,1.560936245,-0.405853124,6.812751629
22,30,-0.332310623,0.993946536,-0.54905604,0.166144346,3.547538156
23,30,-1.250649158,-0.926249962,-0.422026317,0.125083147,0.716153799
24,30,0.395825104,-0.331801086,-0.696528372,-0.00558943,1.147536844
25,30,-0.073567342,-0.550384198,-0.806474306,0.123528119,0.365217384
26,30,1.127261226,-0.65734052,-0.526000233,-0.242321547,1.328971327
27,30,-0.268690413,0.70078834,-0.163390705,-0.114445099,4.241054707
28,30,-2.458467406,-1.167863546,0.855988964,0.358330615,4.704708605
29,30,0.937487141,1.204285419,1.055343861,-0.688686096,9.291974788
30,30,1.216834333,0.781010804,1.547286862,0.018835783,11.24731843
1,31,1.35461849,-1.545893787,0.747117115,-1.4646956,3.44793273
2,31,-2.387196083,1.427860589,-0.120722997,-1.212128954,3.540180707
3,31,0.458300417,0.311875832,-1.049329486,-0.015791183,0.857756584
4,31,-0.567645095,-1.545701209,-0.659123312,7.907658424,6.989204649
5,31,-0.384358598,-0.287441296,-0.279065252,0.007538736,2.417998447
6,31,-0.146898693,0.014428117,0.48880966,-8.85E-09,5.722597464
7,31,0.274667604,1.300372328,-0.61240982,-1.523200241,2.33254994
8,31,-0.474003697,0.9313645,-0.160703144,0.422030737,5.050944691
9,31,-0.239574968,-0.405536246,1.20317757,0.025458289,7.652763183
10,31,-0.260080469,-0.344379184,0.204009011,-0.01042653,4.103404946
11,31,0.759262349,0.455111301,1.675140049,0.013409019,11.03028509
12,31,0.319022319,0.236504035,0.461344863,-0.002801681,6.140404806
13,31,0.467800239,0.001374697,-0.130643146,-1.29E-12,3.718866817
14,31,-1.371235139,0.717928937,-1.374423984,-0.318105138,-0.73763213
15,31,-1.051497215,0.246671962,-0.703750675,0.000224248,1.416130874
16,31,-0.42251528,0.642413168,1.03991698,0.095752862,8.634067629
17,31,-0.414273037,-0.722024928,-0.449722021,-0.39344861,0.738805508
18,31,0.272059753,1.191209495,1.022948644,2.109307161,11.68756042
19,31,1.208969979,3.054059518,0.512740354,-110.9584009,-100.0478584
20,31,0.504390869,-0.143610473,0.636064521,0.000486752,6.276659668
21,31,1.4326651,1.952891879,-2.494514838,16.29391476,14.81606521
22,31,0.55210607,1.572313003,-1.748393661,4.367696766,4.65279152
23,31,0.029919313,-0.194677277,-1.247169671,-0.000410663,-0.770269667
24,31,-0.663650428,-0.805357693,0.301764178,-0.345382931,3.267471398
25,31,-1.994787133,0.720699171,-0.188529735,-0.466935683,3.137491174
26,31,-0.295392145,-2.135292755,-1.234999422,-6.694067525,-10.46116143
27,31,-2.409885797,1.018632059,-1.014911661,1.72401809,2.634329881
28,31,0.165473002,0.323819766,-0.621811417,-0.005475124,2.307922626
29,31,2.352180748,0.895172939,0.088685871,-0.255911627,6.346989218
30,31,-0.913096648,0.787424545,-0.53475257,-0.212773285,2.67801562
1,32,0.665301837,0.314603292,0.377362277,-0.002780284,6.093749587
2,32,1.364945325,-0.682139145,1.486599604,0.386867084,9.261395072
3,32,0.060598106,-0.468653701,0.092413041,0.032900011,3.686845649
4,32,0.283452377,-0.643395205,0.376077849,-0.09269742,4.409470981
5,32,0.098727156,0.646042854,0.668652161,0.209904596,7.625607521
6,32,-0.411141896,0.943949713,0.227624593,-0.828742835,5.242173512
7,32,0.831281712,-1.158354836,1.075316055,-0.484022683,5.982095548
8,32,-0.110210743,-1.000766592,-0.366797949,0.076084871,1.21037807
9,32,0.523926174,-0.970605117,1.297986498,-0.806234286,6.620179902
10,32,0.677079454,0.08641467,0.078471144,2.91E-05,4.682979011
11,32,-1.743182767,2.404618477,-0.986077477,-7.943317285,-4.583541594
12,32,1.025808685,1.555772985,-0.375271958,-6.018684599,-0.625680694
13,32,-0.297694583,0.610613193,0.149732142,0.147357231,5.483234897
14,32,0.157230512,-0.411652939,-1.316950478,-0.048142589,-1.343751511
15,32,-0.398972437,0.325786556,-0.427998318,-0.011481775,2.776815139
16,32,-0.803401595,1.635985213,0.070127859,1.72505075,8.110128224
17,32,0.217582647,-1.606670314,0.785189705,-3.496331566,1.007378958
18,32,-1.02442783,1.132968695,0.544534165,-0.832511665,6.417493239
19,32,-0.724146554,0.722456948,1.307328998,-0.128273814,9.372137381
20,32,0.659749865,-0.727237047,-0.652287373,-0.445739617,0.379070214
21,32,1.020982911,0.07425031,0.18172047,2.94E-05,5.17399175
22,32,-0.242358163,-0.366152237,-1.244073441,0.036164133,-1.088671873
23,32,1.360247234,-0.949920517,-0.104738605,-0.093900493,2.648258647
24,32,1.603274282,-0.71413408,-0.958464775,0.359382189,0.479017592
25,32,-0.818192002,0.399170226,3.116238937,-0.010249867,15.47968884
26,32,0.072718024,-2.066706242,-2.17000054,18.78663944,11.90366534
27,32,0.775396116,-0.741349454,0.625103162,-0.89461564,4.553890009
28,32,2.053440199,-1.021165501,0.779022735,0.022137684,6.116247358
29,32,-0.576340809,-0.623085393,0.342391696,0.016839261,4.084284955
30,32,1.726218596,0.180174947,-0.240803938,0.000337159,4.09419284
1,33,-0.49564178,0.093847434,0.024942703,1.91E-05,4.03232727
2,33,0.047651506,0.265655584,-1.676854949,0.002042903,-1.617090937
3,33,0.15867912,0.218512452,2.311797109,-0.001657836,12.71205208
4,33,2.915556976,-0.196895062,-1.493755244,-0.003421108,-0.510059789
5,33,-1.115062827,-0.697311586,0.232298168,-0.051687135,3.292593761
6,33,0.495445226,0.047368005,0.114946695,-3.34E-06,4.683034861
7,33,0.783701209,-1.622695644,1.620161733,-1.007251299,6.704767956
8,33,-0.122270191,1.888159947,1.193564371,2.65040453,13.73056811
9,33,-1.419098469,0.502356503,0.133773373,-0.092114398,4.575365113
10,33,0.568022003,-1.692310749,-0.456182029,-1.203735095,-1.157247722
11,33,0.391967939,-0.05805498,0.219483545,1.28E-06,4.859846741
12,33,3.175009823,0.415733509,0.317873391,0.06197458,7.099922979
13,33,1.055846346,0.382920574,1.475185659,0.019366678,10.32675445
14,33,1.202347501,-0.919511661,-0.346014073,0.189105498,2.045126344
15,33,-1.207146999,0.615023233,0.123488561,0.307449689,5.191684557
16,33,1.129542822,-0.463552801,0.010635429,0.014128533,3.808904004
17,33,-1.886493221,1.387707666,-0.865034916,3.027135857,5.239974369
18,33,-0.062370124,-0.918400685,-1.631337492,0.50432031,-2.771043739
19,33,-0.568687974,-0.045383347,0.475079353,1.42E-06,5.414736878
20,33,-0.393779881,0.515252587,-0.421665968,0.014375211,3.111744655
21,33,0.161533674,0.283498577,-0.282350714,-0.005973223,3.467425541
22,33,-1.135254887,-0.757743191,1.509978942,0.062916015,7.908123463
23,33,-0.722204425,-0.807959397,-0.768851787,0.344714817,0.076027516
24,33,-1.226600282,-0.773693542,-1.989926749,0.217567936,-4.597348784
25,33,-0.074047941,0.571746645,-0.564729196,0.10520457,2.900180256
26,33,-0.156975792,0.147245732,0.508735926,-4.38E-05,5.989483786
27,33,-1.093778071,1.079877315,0.315533639,-2.982585316,3.335640526
28,33,-0.611243621,-0.801088075,0.299137334,0.23274321,3.863508051
29,33,-0.145338782,0.558798861,1.226461455,-0.185315994,9.010008021
30,33,-1.132096946,1.064765164,-0.629987208,2.672574988,5.548930006
1,34,0.200124127,-0.279138479,-0.346247963,0.009735151,2.424584417
2,34,-0.885565539,-2.600513084,-0.527933645,-61.4356469,-63.59120387
3,34,-0.037980794,1.256855922,-0.273747749,3.762318573,8.646918243
4,34,0.166222219,-0.330825548,-0.128735547,0.001441777,3.108244372
5,34,-0.707170252,-0.166519532,0.118957287,0.000832495,3.89643133
6,34,0.503845992,-1.926408449,0.056851391,-12.17404101,-10.65745028
7,34,0.699311012,-0.935837783,0.039062959,0.253414884,3.270009267
8,34,1.482998156,0.100410751,-0.23429706,-1.87E-05,3.900327257
9,34,0.097036034,-1.123641612,-0.355659356,-2.249933102,-1.176954788
10,34,0.655007717,0.358436795,-0.989627925,0.011146673,1.248144423
11,34,0.331731389,-0.577134403,0.207461399,0.07254304,4.086395028
12,34,1.723786699,0.1642343,0.583233394,0.000887948,7.036394294
13,34,-1.072024322,0.242050279,-0.034946948,0.003102067,3.811558743
14,34,2.376038177,0.549996813,0.301530425,0.156335065,7.017255084
15,34,-0.331208447,-0.561334661,1.199619946,0.031446535,7.37559297
16,34,-1.687088076,0.466359063,-1.013890726,0.001164323,0.375861073
17,34,-0.268544078,-0.999917928,1.526642047,0.248340861,8.136957706
18,34,1.301711143,1.207808744,0.647278074,2.215544852,10.87814349
19,34,0.586462746,0.075628746,3.635692226,1.75E-05,17.43653778
20,34,-1.512870851,1.387695926,0.875326484,2.549689857,11.17726075
21,34,-0.96959789,1.442400021,0.098490759,-0.923597128,5.206730481
22,34,1.365014294,-0.546111734,-0.816340126,0.038242791,0.826256454
23,34,-0.297657241,0.761484442,-1.346097492,0.219917528,0.397130324
24,34,0.214655288,0.359167643,-0.897081687,0.015835981,1.410955486
25,34,-0.520302519,-0.287924929,-0.265684219,0.009278003,2.412806415
26,34,0.212162592,0.268296272,0.597662029,-0.001998947,6.636893802
27,34,0.503279684,-0.162008934,0.110873705,-0.000335866,4.357107944
28,34,-0.794003967,-0.738926124,0.307504413,0.02407892,3.705104035
29,34,-0.440312562,1.305133346,0.133159904,3.067215707,9.328166355
30,34,0.914988148,1.335721342,0.481389952,-4.707702242,3.394878857
1,35,-0.670823113,0.866907104,0.600746575,-0.149936248,7.044782833
2,35,-1.100797513,-1.17768072,-0.426884111,-1.021696519,-0.765319403
3,35,-1.938816188,1.112030851,0.07110846,0.77350455,5.92201481
4,35,-0.192840082,0.314583629,-0.004704043,0.00223423,4.380039085
5,35,-1.466565537,1.039930509,-0.313926868,-0.166878767,3.676254057
6,35,-0.924697177,-0.964778929,-0.352739279,-1.753049481,-0.83995815
7,35,0.839505201,1.112344829,0.625386886,2.911205291,11.16691741
8,35,-1.544686414,0.445116638,-0.294006037,0.004785325,2.996163982
9,35,-0.604924186,0.61345253,1.739581668,-0.023237206,10.91746592
10,35,-0.890784354,-0.064489792,-0.049487385,9.60E-06,3.368806587
11,35,0.644536976,-0.339771102,0.493728367,-0.00049483,5.525085429
12,35,-0.225953311,0.023731593,0.17042329,2.55E-07,4.558740163
13,35,-0.368426225,-0.353384899,-0.189001662,-0.033304269,2.608841911
14,35,-0.752004381,0.466886018,-1.038618434,-0.033993138,0.626507773
15,35,0.627597596,-1.330048032,-0.731026913,-2.905237652,-3.280967547
16,35,0.777324192,0.591867837,0.825314114,0.031382285,8.201244527
17,35,-0.144866035,-0.255223613,-2.068058681,-0.001672192,-3.887465278
18,35,-1.173615938,0.666223201,0.557398755,0.208500839,6.745024785
19,35,-0.390071569,-0.597042965,-0.396528918,-0.150085991,1.370816827
20,35,-0.793831922,1.152425666,1.396697364,-0.974617491,9.464598751
21,35,0.566564287,0.027858959,-1.579119209,1.31E-07,-1.416414869
22,35,1.082126142,1.204568329,-0.282354008,-0.960442577,4.262785945
23,35,-0.472535241,0.017416978,-0.501828976,-6.85E-08,2.030526988
24,35,0.189980673,0.584644851,-0.119062242,-0.103113485,4.421221989
25,35,-1.00934592,0.611075196,0.038124246,0.135383422,4.785505133
26,35,-0.545206449,0.191202116,0.234891097,0.000835107,4.915163649
27,35,-0.111813662,-1.168652131,2.525091548,-1.651659782,9.640966129
28,35,0.404895978,0.423568202,0.745768893,-0.054504046,7.427574662
29,35,0.441914608,-0.114226452,-0.214459692,0.00028611,3.233657383
30,35,0.641714661,1.95773828,0.094386811,-5.962151539,1.570934264
1,36,-1.027962623,-0.387438672,-0.031707192,-0.015793441,2.877717609
2,36,1.40342617,-1.804728626,0.466632905,3.137957934,6.67211392
3,36,0.625304451,-0.462490711,1.116524525,0.069407683,7.645281687
4,36,-0.715632641,0.635964613,-0.099423988,-0.378112332,3.931655174
5,36,1.571722523,0.319782895,0.846156498,-0.01342914,8.141097604
6,36,-0.398276921,0.467735918,0.173452195,-0.015899526,5.150821486
7,36,0.102615713,-0.384646115,-0.206387679,-0.007894381,2.713187089
8,36,-0.545230802,-0.257915645,-0.001642869,0.009354633,3.398474516
9,36,0.03858726,0.907276334,0.702156576,-0.244772392,7.659340685
10,36,0.916751545,-0.523482616,-0.336532123,0.006544509,2.376505559
11,36,0.695365566,-0.146982414,-1.167229966,-0.000500135,-0.144855407
12,36,0.098718965,-0.047662563,-0.270839198,-2.23E-06,2.992970395
13,36,-0.467626211,0.403753372,-0.370209939,0.012271637,3.098095431
14,36,0.180743102,0.414885396,0.815464545,-0.057449923,7.572847773
15,36,-0.947393874,-0.295813412,-0.97521073,0.004113948,-0.329322347
16,36,-0.052256971,0.956127358,0.376156248,-0.755363214,6.012087526
17,36,0.361698062,-1.682876252,-0.851428563,-6.433412605,-7.878190586
18,36,0.117262266,1.433649981,0.376437891,1.444005675,8.996561961
19,36,1.116926784,-0.40092474,1.253287884,-0.023099517,8.33412047
20,36,-0.9461541,-1.804765629,-0.908584681,3.144158474,0.787643541
21,36,-0.977581727,0.588530437,-0.466725498,-0.102321481,2.709229689
22,36,-0.545974209,1.441391568,2.119595944,2.223333433,15.7975765
23,36,0.472083832,-0.135630443,-1.322457121,0.000437739,-0.775020031
24,36,-1.147478223,1.582835978,0.680572591,0.094456806,8.45978081
25,36,0.297449381,1.442028904,0.91302352,3.124601935,12.69350971
26,36,1.949287912,1.78613,-0.188602528,11.33886436,18.11880542
27,36,0.226663095,-1.413136068,0.26341926,-7.461560933,-4.54229046
